Company,Symbol,companyLow,charLength,companyFinal
Abaxis ,ABAX,abaxis ,1,abaxis
Abeona Therapeutics ,ABEO,abeona therapeutics ,2,abeona therapeutics
Ability ,ABIL,ability ,1,ability
Abraxas Petroleum Corp.,AXAS,abraxas petroleum corp.,3,abraxas petroleum corp.
Acacia Communications ,ACIA,acacia communications ,2,acacia communications
Acacia Research Corp,ACTG,acacia research corp,3,acacia research corp
Acadia Healthcare Company ,ACHC,acadia healthcare company ,3,acadia healthcare company
Acasti Pharma ,ACST,acasti pharma ,2,acasti pharma
Accelerate Diagnostics ,AXDX,accelerate diagnostics ,2,accelerate diagnostics
Accelerated Pharma ,ACCP,accelerated pharma ,2,accelerated pharma
Acceleron Pharma ,XLRN,acceleron pharma ,2,acceleron pharma
Accelrys  (Inactive),ACCL,accelrys  (inactive),2,accelrys (inactive)
Access National Corporation,ANCX,access national corporation,3,access national corporation
AccuShares S&P GSCI Crude Oil Excess Return Down Shares,OILD,accushares s&p gsci crude oil excess return down shares,9,accushares s&p gsci
AccuShares S&P GSCI Crude Oil Excess Return Up Shares,OILU,accushares s&p gsci crude oil excess return up shares,9,accushares s&p gsci
AccuShares Spot CBOE VIX Down Shares,VXDN,accushares spot cboe vix down shares,6,accushares spot cboe
AccuShares Spot CBOE VIX Up Shares,VXUP,accushares spot cboe vix up shares,6,accushares spot cboe
Accuray orporated,ARAY,accuray orporated,2,accuray orporated
AcelRx Pharmaceuticals ,ACRX,acelrx pharmaceuticals ,2,acelrx pharmaceuticals
Aceto Corporation,ACET,aceto corporation,2,aceto corporation
Achaogen ,AKAO,achaogen ,1,achaogen
Achillion Pharmaceuticals ,ACHN,achillion pharmaceuticals ,2,achillion pharmaceuticals
Aclaris Therapeutics ,ACRS,aclaris therapeutics ,2,aclaris therapeutics
Acme Packet ,APKT,acme packet ,2,acme packet
Acorda Therapeutics ,ACOR,acorda therapeutics ,2,acorda therapeutics
Actions Semiconductor Co. . (ADR),ACTS,actions semiconductor co. . (adr),5,actions semiconductor co.
Activision Blizzard ,ATVI,activision blizzard ,2,activision blizzard
Actua Corp,ACTA,actua corp,2,actua corp
Actuate Corp (Inactive),BIRT,actuate corp (inactive),3,actuate corp (inactive)
Acxiom Corporation,ACXM,acxiom corporation,2,acxiom corporation
Adamas Pharmaceuticals ,ADMS,adamas pharmaceuticals ,2,adamas pharmaceuticals
Adamis Pharmaceuticals Corp,ADMP,adamis pharmaceuticals corp,3,adamis pharmaceuticals corp
Adams Golf  (Inactive),ADGF,adams golf  (inactive),3,adams golf
Adaptimmune Therapeutics   ADR,ADAP,adaptimmune therapeutics   adr,3,adaptimmune therapeutics
Addus Homecare Corporation,ADUS,addus homecare corporation,3,addus homecare corporation
Adept Technology ,ADEP,adept technology ,2,adept technology
Adesto Technologies Corp,IOTS,adesto technologies corp,3,adesto technologies corp
Adobe Systems orporated,ADBE,adobe systems orporated,3,adobe systems orporated
Adolor Corporation (Inactive),ADLR,adolor corporation (inactive),3,adolor corporation (inactive)
Aduro BioTech ,ADRO,aduro biotech ,2,aduro biotech
Advanced Accelerator Application SA(ADR),AAAP,advanced accelerator application sa(adr),4,advanced accelerator application
Advanced Analogic Technologies orp. (Inactive),AATI,advanced analogic technologies orp. (inactive),5,advanced analogic technologies
Advanced Emissions Solutions ,ADES,advanced emissions solutions ,3,advanced emissions solutions
Advanced Energy Industries ,AEIS,advanced energy industries ,3,advanced energy industries
Advanced Inhalation Therapies AIT ,AITP,advanced inhalation therapies ait ,4,advanced inhalation therapies
Advanced Micro Devices ,AMD,advanced micro devices ,3,advanced micro devices
Advaxis ,ADXS,advaxis ,1,advaxis
Advent Software ,ADVS,advent software ,2,advent software
Adverum Biotechnologies ,ADVM,adverum biotechnologies ,2,adverum biotechnologies
AdvisorShares Trust,MAUI,advisorshares trust,2,advisorshares trust
AdvisorShares Trust,YPRO,advisorshares trust,2,advisorshares trust
Aegerion Pharmaceuticals ,AEGR,aegerion pharmaceuticals ,2,aegerion pharmaceuticals
Aegion Corp,AEGN,aegion corp,2,aegion corp
Aeglea Bio Therapeutics ,AGLE,aeglea bio therapeutics ,3,aeglea bio therapeutics
Aehr Test Systems,AEHR,aehr test systems,3,aehr test systems
Aemetis ,AMTX,aemetis ,1,aemetis
Aerie Pharmaceuticals ,AERI,aerie pharmaceuticals ,2,aerie pharmaceuticals
AeroVironment ,AVAV,aerovironment ,1,aerovironment
Aethlon Medical ,AEMD,aethlon medical ,2,aethlon medical
Affimed NV,AFMD,affimed nv,2,affimed nv
Affymetrix ,AFFX,affymetrix ,1,affymetrix
AgEagle Aerial Systems ,UAVS,ageagle aerial systems ,3,ageagle aerial systems
Agenus ,AGEN,agenus ,1,agenus
Agile Therapeutics ,AGRX,agile therapeutics ,2,agile therapeutics
Agilysys ,AGYS,agilysys ,1,agilysys
Agios Pharmaceuticals ,AGIO,agios pharmaceuticals ,2,agios pharmaceuticals
AgroFresh Solutions ,AGFS,agrofresh solutions ,2,agrofresh solutions
Aimmune Therapeutics ,AIMT,aimmune therapeutics ,2,aimmune therapeutics
Aina Le'a ,AIZY,aina le'a ,2,aina le'a
Air Methods Corp,AIRM,air methods corp,3,air methods corp
Air T ,AIRT,air t ,2,air t
Air Transport Services Group ,ATSG,air transport services group ,4,air transport services
AirMedia Group  (ADR),AMCN,airmedia group  (adr),3,airmedia group
Airgain ,AIRG,airgain ,1,airgain
Akamai Technologies ,AKAM,akamai technologies ,2,akamai technologies
Akari Therapeutics  (ADR),AKTX,akari therapeutics  (adr),3,akari therapeutics
Akebia Therapeutics ,AKBA,akebia therapeutics ,2,akebia therapeutics
Akers Biosciences ,AKER,akers biosciences ,2,akers biosciences
Akorn ,AKRX,akorn ,1,akorn
Akoustis Technologies ,AKTS,akoustis technologies ,2,akoustis technologies
AlarmCom Hldg ,ALRM,alarmcom hldg ,2,alarmcom hldg
Alaska Communications Systems Group ,ALSK,alaska communications systems group ,4,alaska communications systems
Albany Molecular Research ,AMRI,albany molecular research ,3,albany molecular research
Albireo Pharma ,BIOD,albireo pharma ,2,albireo pharma
Albireo Pharma ,ALBO,albireo pharma ,2,albireo pharma
Alcentra Capital Corp,ABDC,alcentra capital corp,3,alcentra capital corp
Alcobra ,ADHD,alcobra ,1,alcobra
Alder Biopharmaceuticals ,ALDR,alder biopharmaceuticals ,2,alder biopharmaceuticals
Aldeyra Therapeutics ,ALDX,aldeyra therapeutics ,2,aldeyra therapeutics
Alexion Pharmaceuticals ,ALXN,alexion pharmaceuticals ,2,alexion pharmaceuticals
Alico ,ALCO,alico ,1,alico
Align Technology ,ALGN,align technology ,2,align technology
Alimera Sciences ,ALIM,alimera sciences ,2,alimera sciences
Alkermes ,ALKS,alkermes ,1,alkermes
Allegiance Bancshares ,ABTX,allegiance bancshares ,2,allegiance bancshares
Allegiant Travel Company,ALGT,allegiant travel company,3,allegiant travel company
Alliance Bancorp  of Pennsylvania,ALLB,alliance bancorp  of pennsylvania,4,alliance bancorp
Alliance Bankshares Corporation (Inactive),ABVA,alliance bankshares corporation (inactive),4,alliance bankshares corporation
Alliance Fiber Optic Products ,AFOP,alliance fiber optic products ,4,alliance fiber optic
Alliance Financial Corporation (Inactive),ALNC,alliance financial corporation (inactive),4,alliance financial corporation
Alliance HealthCare Services ,AIQ,alliance healthcare services ,3,alliance healthcare services
Alliance Holdings GP L.P.,AHGP,alliance holdings gp l.p.,4,alliance holdings gp
Alliance MMA ,AMMA,alliance mma ,2,alliance mma
Alliance Resource Partners L.P.,ARLP,alliance resource partners l.p.,4,alliance resource partners
Allied Healthcare Products ,AHPI,allied healthcare products ,3,allied healthcare products
Allied Motion Technologies ,AMOT,allied motion technologies ,3,allied motion technologies
Alliqua Biomedical ,ALQA,alliqua biomedical ,2,alliqua biomedical
Allos Therapeutics  (Inactive),ALTH,allos therapeutics  (inactive),3,allos therapeutics
Allot Communications ,ALLT,allot communications ,2,allot communications
Allscripts Healthcare Solutions ,MDRX,allscripts healthcare solutions ,3,allscripts healthcare solutions
Almost Family ,AFAM,almost family ,2,almost family
Alnylam Pharmaceuticals ,ALNY,alnylam pharmaceuticals ,2,alnylam pharmaceuticals
Alpha and Omega Semiconductor ,AOSL,alpha and omega semiconductor ,4,alpha and omega
AlphaMark Actively Managed Small Cap ETF,SMCP,alphamark actively managed small cap etf,6,alphamark actively managed
Alphabet ,GOOG,alphabet ,1,alphabet
Alphabet ,GOOGL,alphabet ,1,alphabet
Alphatec Holdings ,ATEC,alphatec holdings ,2,alphatec holdings
Altera Corporation,ALTR,altera corporation,2,altera corporation
Alterra Capital Holdings ,ALTE,alterra capital holdings ,3,alterra capital holdings
AltheaDx ,IDGX,altheadx ,1,altheadx
Altimmune ,ALT,altimmune ,1,altimmune
Altisource Portfolio Solutions S.A.,ASPS,altisource portfolio solutions s.a.,4,altisource portfolio solutions
Altra Industrial Motion Corp,AIMC,altra industrial motion corp,4,altra industrial motion
AmTrust Financial Services ,AFSI,amtrust financial services ,3,amtrust financial services
Amarin Corporation  (ADR),AMRN,amarin corporation  (adr),3,amarin corporation
Amaya ,AYA,amaya ,1,amaya
Amazon ,AMZN,amazon ,1,amazon
Ambac Financial Group ,AMBC,ambac financial group ,3,ambac financial group
Ambarella ,AMBA,ambarella ,1,ambarella
Ambit Biosciences Corp,AMBI,ambit biosciences corp,3,ambit biosciences corp
Ambrx ,AMBX,ambrx ,1,ambrx
Amdocs Limited,DOX,amdocs limited,2,amdocs limited
Amedica Corporation,AMDA,amedica corporation,2,amedica corporation
Amedisys ,AMED,amedisys ,1,amedisys
AmeriServ Financial   AmeriServ Financial Trust I  8.45% Beneficial Unsecured Securities Series A,ASRVP,ameriserv financial   ameriserv financial trust i  8.45% beneficial unsecured securities series a,12,ameriserv financial
AmeriServ Financial ,ASRV,ameriserv financial ,2,ameriserv financial
Ameriana Bancorp,ASBI,ameriana bancorp,2,ameriana bancorp
America First Multifamily Investors LP,ATAX,america first multifamily investors lp,5,america first multifamily
America's CarMart ,CRMT,america's carmart ,2,america's carmart
American Airlines Group ,AAL,american airlines group ,3,american airlines group
American Airlines Group   Series A Convertible Preferred Stock,AALCP,american airlines group   series a convertible preferred stock,8,american airlines group
American Capital .,ACAS,american capital .,3,american capital .
American Capital Senior Floating ,ACSF,american capital senior floating ,4,american capital senior
American Dental Partners  (Inactive),ADPI,american dental partners  (inactive),4,american dental partners
American Electric Technologies ,AETI,american electric technologies ,3,american electric technologies
American Independence Corp.,AMIC,american independence corp.,3,american independence corp.
American Medical Alert (Inactive),AMAC,american medical alert (inactive),4,american medical alert
American National BankShares ,AMNB,american national bankshares ,3,american national bankshares
American National Insurance Company,ANAT,american national insurance company,4,american national insurance
American Outdoor Brands Corp,AOBC,american outdoor brands corp,4,american outdoor brands
American Pacific Corporation,APFC,american pacific corporation,3,american pacific corporation
American Public Education ,APEI,american public education ,3,american public education
American Railcar Industries ,ARII,american railcar industries ,3,american railcar industries
American Realty Capital Healthcar Tr ,HCT,american realty capital healthcar tr ,5,american realty capital
American Realty Capital Trust ,ARCT,american realty capital trust ,4,american realty capital
American River Bankshares,AMRB,american river bankshares,3,american river bankshares
American Science & Engineering ,ASEI,american science & engineering ,4,american science &
American Software ,AMSWA,american software ,2,american software
American Superconductor Corporation,AMSC,american superconductor corporation,3,american superconductor corporation
American Woodmark Corporation,AMWD,american woodmark corporation,3,american woodmark corporation
Ameriquest ,AMQ,ameriquest ,1,ameriquest
Ameris Bancorp,ABCB,ameris bancorp,2,ameris bancorp
Amerisafe ,AMSF,amerisafe ,1,amerisafe
Ameristar Casinos ,ASCA,ameristar casinos ,2,ameristar casinos
Ames National Corporation,ATLO,ames national corporation,3,ames national corporation
Amgen Rockville  (Inactive),MITI,amgen rockville  (inactive),3,amgen rockville
Amgen ,AMGN,amgen ,1,amgen
Amicus Therapeutics ,FOLD,amicus therapeutics ,2,amicus therapeutics
Amkor Technology ,AMKR,amkor technology ,2,amkor technology
Amphastar Pharmaceuticals ,AMPH,amphastar pharmaceuticals ,2,amphastar pharmaceuticals
Amplify Online Retail ETF,IBUY,amplify online retail etf,4,amplify online retail
Amsurg Corp.  5.250% Mandatory Convertible Preferred Stock Series A1,AMSGP,amsurg corp.  5.250% mandatory convertible preferred stock series a1,9,amsurg corp.
Amtech Systems ,ASYS,amtech systems ,2,amtech systems
Amylin Pharmaceuticals LLC (Inactive),AMLN,amylin pharmaceuticals llc (inactive),4,amylin pharmaceuticals llc
Amyris ,AMRS,amyris ,1,amyris
Anacor Pharmaceuticals ,ANAC,anacor pharmaceuticals ,2,anacor pharmaceuticals
Anadys Pharmaceuticals ,ANDS,anadys pharmaceuticals ,2,anadys pharmaceuticals
Analog Devices ,ADI,analog devices ,2,analog devices
Analogic Corporation,ALOG,analogic corporation,2,analogic corporation
Analysts International Corporation (Inactive),ANLY,analysts international corporation (inactive),4,analysts international corporation
AnaptysBio ,ANAB,anaptysbio ,1,anaptysbio
Anaren  (Inactive),ANEN,anaren  (inactive),2,anaren (inactive)
Anavex Life Sciences Corp.,AVXL,anavex life sciences corp.,4,anavex life sciences
Ancestry LLC (Inactive),ACOM,ancestry llc (inactive),3,ancestry llc (inactive)
Anchor BanCorp Wisconsin  (DE),ABCW,anchor bancorp wisconsin  (de),4,anchor bancorp wisconsin
Anchor Bancorp,ANCB,anchor bancorp,2,anchor bancorp
Andersons ,ANDE,andersons ,1,andersons
Andina Acquisition Corp,TGLS,andina acquisition corp,3,andina acquisition corp
Andina Acquisition Corp II,ANDAU,andina acquisition corp ii,4,andina acquisition corp
Andina Acquisition Corp II,ANDA,andina acquisition corp ii,4,andina acquisition corp
Angie's List ,ANGI,angie's list ,2,angie's list
AngioDynamics ,ANGO,angiodynamics ,1,angiodynamics
Anika Therapeutics ,ANIK,anika therapeutics ,2,anika therapeutics
Annapolis Bancorp ,ANNB,annapolis bancorp ,2,annapolis bancorp
Antares Pharma ,ATRS,antares pharma ,2,antares pharma
Anterios ,ANTE,anterios ,1,anterios
Anthera Pharmaceuticals ,ANTH,anthera pharmaceuticals ,2,anthera pharmaceuticals
Aoxin Tianli Group ,ABAC,aoxin tianli group ,3,aoxin tianli group
Apco Oil and Gas International ,APAGF,apco oil and gas international ,5,apco oil and
Aperion Biologics ,ZLIG,aperion biologics ,2,aperion biologics
Apigee Corp,APIC,apigee corp,2,apigee corp
Apogee Enterprises ,APOG,apogee enterprises ,2,apogee enterprises
Apollo Education Group ,APOL,apollo education group ,3,apollo education group
Apollo Endosurgery ,APEN,apollo endosurgery ,2,apollo endosurgery
Apollo Investment Corp.,AINV,apollo investment corp.,3,apollo investment corp.
AppDynamics ,APPD,appdynamics ,1,appdynamics
AppFolio ,APPF,appfolio ,1,appfolio
Appian Corp,APPN,appian corp,2,appian corp
Apple ,AAPL,apple ,1,apple
Appliance Recycling Centers of America,ARCI,appliance recycling centers of america,5,appliance recycling centers
Applied DNA Sciences ,APDN,applied dna sciences ,3,applied dna sciences
Applied Genetic Technologies Corp,AGTC,applied genetic technologies corp,4,applied genetic technologies
Applied Materials ,AMAT,applied materials ,2,applied materials
Applied Micro Circuits Corporation,AMCC,applied micro circuits corporation,4,applied micro circuits
Applied Optoelectronics ,AAOI,applied optoelectronics ,2,applied optoelectronics
Approach Resources ,AREX,approach resources ,2,approach resources
Apptio ,APTI,apptio ,1,apptio
Apricus Biosciences ,APRI,apricus biosciences ,2,apricus biosciences
Aptevo Therapeutics ,APVO,aptevo therapeutics ,2,aptevo therapeutics
Aptose Biosciences ,APTO,aptose biosciences ,2,aptose biosciences
Aqua Metals ,AQMS,aqua metals ,2,aqua metals
AquaBounty Technologies ,AQB,aquabounty technologies ,2,aquabounty technologies
Aquasition Corp,KBSF,aquasition corp,2,aquasition corp
Aquinox Pharmaceuticals ,AQXP,aquinox pharmaceuticals ,2,aquinox pharmaceuticals
ArQule ,ARQL,arqule ,1,arqule
Aradigm Corporation,ARDM,aradigm corporation,2,aradigm corporation
Aralez Pharmaceuticals ,ARLZ,aralez pharmaceuticals ,2,aralez pharmaceuticals
Aratana Therapeutics ,PETX,aratana therapeutics ,2,aratana therapeutics
Arbutus Biopharma Corp,ABUS,arbutus biopharma corp,3,arbutus biopharma corp
ArcBest Corp,ARCB,arcbest corp,2,arcbest corp
Arca Biopharma ,ABIO,arca biopharma ,2,arca biopharma
Arcadia Biosciences ,RKDA,arcadia biosciences ,2,arcadia biosciences
Arch Capital Group .,ACGL,arch capital group .,4,arch capital group
Arch Capital Group .  Depositary Shares Representing Interest in 5.25% NonCumulative Preferred Series E Shrs,ACGLP,arch capital group .  depositary shares representing interest in 5.25% noncumulative preferred series e shrs,15,arch capital group
Archipelago Learning ,ARCL,archipelago learning ,2,archipelago learning
Archrock Partners LP,APLP,archrock partners lp,3,archrock partners lp
Arctic Cat ,ACAT,arctic cat ,2,arctic cat
Ardea Biosciences  (Inactive),RDEA,ardea biosciences  (inactive),3,ardea biosciences
Ardelyx ,ARDX,ardelyx ,1,ardelyx
Arden Group  (Inactive),ARDNA,arden group  (inactive),3,arden group
Arena Pharmaceuticals ,ARNA,arena pharmaceuticals ,2,arena pharmaceuticals
Ares Capital Corporation,ARCC,ares capital corporation,3,ares capital corporation
Argo Group International Holdings .,AGII,argo group international holdings .,5,argo group international
Argos Therapeutics ,ARGS,argos therapeutics ,2,argos therapeutics
Ariad Pharmaceuticals ,ARIA,ariad pharmaceuticals ,2,ariad pharmaceuticals
Ariba  (Inactive),ARBA,ariba  (inactive),2,ariba (inactive)
Ark Restaurants Corp,ARKR,ark restaurants corp,3,ark restaurants corp
Arotech Corporation,ARTX,arotech corporation,2,arotech corporation
Arowana ,ARWAU,arowana ,1,arowana
Arowana   Ordinary Shares,ARWA,arowana   ordinary shares,3,arowana
Array Biopharma ,ARRY,array biopharma ,2,array biopharma
Arrow Financial Corporation,AROW,arrow financial corporation,3,arrow financial corporation
Arrow Investments Trust,DWAT,arrow investments trust,3,arrow investments trust
Arrowhead Pharmaceuticals ,ARWR,arrowhead pharmaceuticals ,2,arrowhead pharmaceuticals
Artesian Resources Corporation,ARTNA,artesian resources corporation,3,artesian resources corporation
ArthroCare Corporation (Inactive),ARTC,arthrocare corporation (inactive),3,arthrocare corporation (inactive)
ArtsWay Manufacturing Co. ,ARTW,artsway manufacturing co. ,3,artsway manufacturing co.
Aruba Networks ,ARUN,aruba networks ,2,aruba networks
Asante Solutions ,PUMP,asante solutions ,2,asante solutions
Ascena Retail Group ,ASNA,ascena retail group ,3,ascena retail group
Ascendis Pharma A/S,ASND,ascendis pharma a/s,3,ascendis pharma a/s
Ascent Capital Group ,ASCMA,ascent capital group ,3,ascent capital group
Asia Pacific Wire & Cable,APWC,asia pacific wire & cable,5,asia pacific wire
AsiainfoLinkage ,ASIA,asiainfolinkage ,1,asiainfolinkage
Aspen Technology ,AZPN,aspen technology ,2,aspen technology
Assembly Biosciences ,ASMB,assembly biosciences ,2,assembly biosciences
Asset Acceptance Capital Corp. (Inactive),AACC,asset acceptance capital corp. (inactive),5,asset acceptance capital
Asta Funding ,ASFI,asta funding ,2,asta funding
Astec Industries ,ASTE,astec industries ,2,astec industries
Astex Pharmaceuticals  (Inactive),SUPG,astex pharmaceuticals  (inactive),3,astex pharmaceuticals
Astex Pharmaceuticals ,ASTX,astex pharmaceuticals ,2,astex pharmaceuticals
AstroNova ,ALOT,astronova ,1,astronova
Astronics Corporation,ATRO,astronics corporation,2,astronics corporation
Astrotech Corp,ASTC,astrotech corp,2,astrotech corp
Asure Software ,ASUR,asure software ,2,asure software
Atara Biotherapeutics ,ATRA,atara biotherapeutics ,2,atara biotherapeutics
Athenex ,ATNX,athenex ,1,athenex
Athersys ,ATHX,athersys ,1,athersys
Atlantic Alliance Partnership Corp,AAPC,atlantic alliance partnership corp,4,atlantic alliance partnership
Atlantic American Corporation,AAME,atlantic american corporation,3,atlantic american corporation
Atlantic Capital Bancshares ,ACBI,atlantic capital bancshares ,3,atlantic capital bancshares
Atlantic Coast Financial Corp,ACFC,atlantic coast financial corp,4,atlantic coast financial
Atlantica Yield ,ABY,atlantica yield ,2,atlantica yield
Atlanticus Holdings Corp,ATLC,atlanticus holdings corp,3,atlanticus holdings corp
Atlas Air Worldwide Holdings ,AAWW,atlas air worldwide holdings ,4,atlas air worldwide
Atlas Financial Holdings ,AFH,atlas financial holdings ,3,atlas financial holdings
Atlassian Corporation ,TEAM,atlassian corporation ,2,atlassian corporation
Atmel Corporation,ATML,atmel corporation,2,atmel corporation
Atomera ,ATOM,atomera ,1,atomera
Atossa Genetics ,ATOS,atossa genetics ,2,atossa genetics
AtriCure ,ATRC,atricure ,1,atricure
Atrion Corporation,ATRI,atrion corporation,2,atrion corporation
Attunity ,ATTU,attunity ,1,attunity
Auburn National Bancorporation ,AUBN,auburn national bancorporation ,3,auburn national bancorporation
Audentes Therapeutics ,BOLD,audentes therapeutics ,2,audentes therapeutics
Audeo Oncology ,AURX,audeo oncology ,2,audeo oncology
Audience ,ADNC,audience ,1,audience
AudioCodes .,AUDC,audiocodes .,2,audiocodes .
Aurinia Pharmaceuticals ,AUPH,aurinia pharmaceuticals ,2,aurinia pharmaceuticals
Auris Medical Holding AG,EARS,auris medical holding ag,4,auris medical holding
Auspex Pharmaceuticals ,ASPX,auspex pharmaceuticals ,2,auspex pharmaceuticals
Australia Acquisition Corp,AACOU,australia acquisition corp,3,australia acquisition corp
AuthenTec  (Inactive),AUTH,authentec  (inactive),2,authentec (inactive)
AutoNavi Holdings  (ADR),AMAP,autonavi holdings  (adr),3,autonavi holdings
Autobytel ,ABTL,autobytel ,1,autobytel
Autodesk ,ADSK,autodesk ,1,autodesk
Autogenomics ,AGMX,autogenomics ,1,autogenomics
Automatic Data Processing,ADP,automatic data processing,3,automatic data processing
Automatic Data Processing ,ADPVV,automatic data processing ,3,automatic data processing
Auxilium Pharmaceuticals ,AUXL,auxilium pharmaceuticals ,2,auxilium pharmaceuticals
Avadel Pharmaceuticals  (ADR),FLML,avadel pharmaceuticals  (adr),3,avadel pharmaceuticals
Avadel Pharmaceuticals   American Depositary Shares each representing one Ordinary Share,AVDL,avadel pharmaceuticals   american depositary shares each representing one ordinary share,10,avadel pharmaceuticals
Avanir Pharmaceuticals  (Inactive),AVNR,avanir pharmaceuticals  (inactive),3,avanir pharmaceuticals
Avast Software BV,AVST,avast software bv,3,avast software bv
AveXis ,AVXS,avexis ,1,avexis
Avenue Financial Holdings ,AVNU,avenue financial holdings ,3,avenue financial holdings
Aviat Networks ,AVNW,aviat networks ,2,aviat networks
Avid Technology ,AVID,avid technology ,2,avid technology
Avinger ,AVGR,avinger ,1,avinger
Aviragen Therapeutics ,AVIR,aviragen therapeutics ,2,aviragen therapeutics
Avis Budget Group ,CAR,avis budget group ,3,avis budget group
Avista Healthcare Public Acquisiton Corp,AHPA,avista healthcare public acquisiton corp,5,avista healthcare public
Avista Healthcare Public Acquisiton Corp,AHPAU,avista healthcare public acquisiton corp,5,avista healthcare public
Aware ,AWRE,aware ,1,aware
Axar Acquisition Corp,AXAR,axar acquisition corp,3,axar acquisition corp
Axar Acquisition Corp,AUMAU,axar acquisition corp,3,axar acquisition corp
Axcelis Technologies ,ACLS,axcelis technologies ,2,axcelis technologies
AxoGen ,AXGN,axogen ,1,axogen
Axon Enterprise ,AAXN,axon enterprise ,2,axon enterprise
Axsome Therapeutics ,AXSM,axsome therapeutics ,2,axsome therapeutics
AzurRx BioPharma ,AZRX,azurrx biopharma ,2,azurrx biopharma
Azure Midstream Partners LP,FISH,azure midstream partners lp,4,azure midstream partners
B Communications ,BCOM,b communications ,2,b communications
B. Riley Financial ,RILY,b. riley financial ,3,b. riley financial
B/E Aerospace ,BEAV,b/e aerospace ,2,b/e aerospace
B/E Aerospace   Common Stock ExDistribution When Issued,BEAVV,b/e aerospace   common stock exdistribution when issued,7,b/e aerospace
BB&T Corporation  MasonDixon Capital Trust  $2.5175 Preferred Securities,MSDXP,bb&t corporation  masondixon capital trust  $2.5175 preferred securities,8,bb&t corporation
BBCN Bancorp ,NARA,bbcn bancorp ,2,bbcn bancorp
BBX Capital Corporation  BankAtlantic Bancorp   BBC Capital Trust II 8.50% Trust Preferred Securities,BBXT,bbx capital corporation  bankatlantic bancorp   bbc capital trust ii 8.50% trust preferred securities,13,bbx capital corporation
BCB Bancorp ,BCBP,bcb bancorp ,2,bcb bancorp
BCD Semiconductor Manufacturing (ADR),BCDS,bcd semiconductor manufacturing (adr),4,bcd semiconductor manufacturing
BCSB Bancorp  (Inactive),BCSB,bcsb bancorp  (inactive),3,bcsb bancorp
BEACON FEDERAL BANCORP  (Inactive),BFED,beacon federal bancorp  (inactive),4,beacon federal bancorp
BGC Partners ,BGCP,bgc partners ,2,bgc partners
BGS Acquisition Corp,BGSC,bgs acquisition corp,3,bgs acquisition corp
BGS Acquisition Corp (Inactive),BGSCU,bgs acquisition corp (inactive),4,bgs acquisition corp
BIOTECHNE Corp,TECH,biotechne corp,2,biotechne corp
BIOLASE ,BIOL,biolase ,1,biolase
BJ's Restaurants ,BJRI,bj's restaurants ,2,bj's restaurants
BMC Software ,BMC,bmc software ,2,bmc software
BMC Stock Holdings ,BMCH,bmc stock holdings ,3,bmc stock holdings
BNC Bancorp,BNCN,bnc bancorp,2,bnc bancorp
BOK Financial Corporation,BOKF,bok financial corporation,3,bok financial corporation
BOS Better OnLine Sol (USA),BOSC,bos better online sol (usa),5,bos better online
BSB Bancorp ,BLMT,bsb bancorp ,2,bsb bancorp
BSQUARE Corporation,BSQR,bsquare corporation,2,bsquare corporation
BTU International ,BTUI,btu international ,2,btu international
Baidu  (ADR),BIDU,baidu  (adr),2,baidu (adr)
Balchem Corporation,BCPC,balchem corporation,2,balchem corporation
Baldwin & Lyons ,BWINB,baldwin & lyons ,3,baldwin & lyons
Baldwin & Lyons ,BWINA,baldwin & lyons ,3,baldwin & lyons
Ballard Power Systems  (USA),BLDP,ballard power systems  (usa),4,ballard power systems
BancFirst Corporation,BANF,bancfirst corporation,2,bancfirst corporation
BancFirst Corporation  7.2% Cumulative Trust Preferred Securities,BANFP,bancfirst corporation  7.2% cumulative trust preferred securities,7,bancfirst corporation
Bancorp 34 ,BCTF,bancorp 34 ,2,bancorp 34
Bancorp ,TBBK,bancorp ,1,bancorp
Bancorp Rhode Island  (Inactive),BARI,bancorp rhode island  (inactive),4,bancorp rhode island
Banctrust Financial Group  (Inactive),BTFG,banctrust financial group  (inactive),4,banctrust financial group
Bank Mutual Corporation,BKMU,bank mutual corporation,3,bank mutual corporation
Bank Of Kentucky Financial Corp,BKYF,bank of kentucky financial corp,5,bank of kentucky
Bank Of The Ozarks ,OZRK,bank of the ozarks ,4,bank of the
Bank of Commerce Holdings,BOCH,bank of commerce holdings,4,bank of commerce
Bank of Granite Corporation (Inactive),GRAN,bank of granite corporation (inactive),5,bank of granite
Bank of Marin Bancorp,BMRC,bank of marin bancorp,4,bank of marin
Bank of SC Corporation,BKSC,bank of sc corporation,4,bank of sc
Bank of the James Financial Group ,BOTJ,bank of the james financial group ,6,bank of the
BankFinancial Corporation,BFIN,bankfinancial corporation,2,bankfinancial corporation
Bankwell Financial Group ,BWFG,bankwell financial group ,3,bankwell financial group
Banner Corporation,BANR,banner corporation,2,banner corporation
Baozun  (ADR),BZUN,baozun  (adr),2,baozun (adr)
Barclays   Barclays Inverse US Treasury Composite ETN,TAPR,barclays   barclays inverse us treasury composite etn,7,barclays
Barclays   iPath US Treasury 10 Year Bull ETN,DTYL,barclays   ipath us treasury 10 year bull etn,8,barclays
Barclays   iPath US Treasury 10year Bear ETN,DTYS,barclays   ipath us treasury 10year bear etn,7,barclays
Barclays   iPath US Treasury 2 Yr Bull ETN,DTUL,barclays   ipath us treasury 2 yr bull etn,8,barclays
